"","year","state","district","dem_votes_major_percent","rep_votes_major_percent","rep_votes","dem_votes","rep_status","dem_status","winner_party"
"14498",1954,"Massachusetts",9,43.42,56.58,81378,62445,"Incumbent","Challenger","R"
"14499",1954,"Massachusetts",10,49.34,50.66,72502,70608,"Incumbent","Challenger","R"
"14500",1954,"Massachusetts",11,78.23,21.77,21039,75613,"Challenger","Challenger","D"
"14501",1954,"Massachusetts",12,100,0,0,79073,NA,"Incumbent","D"
"14502",1954,"Massachusetts",13,42,58,90924,65854,"Incumbent","Challenger","R"
"14503",1954,"Massachusetts",14,37.99,62.01,87840,53818,"Incumbent","Challenger","R"
"14504",1954,"Michigan",1,88.63,11.37,11731,91435,"Challenger","Incumbent","D"
"14505",1954,"Michigan",2,40.14,59.86,69825,46817,"Incumbent","Challenger","R"
"14506",1954,"Michigan",3,40.33,59.67,65942,44574,"Challenger","Challenger","R"
"14507",1954,"Michigan",4,37.68,62.32,62025,37500,"Incumbent","Challenger","R"
"14508",1954,"Michigan",5,36.74,63.26,81702,47453,"Incumbent","Challenger","R"
"14509",1954,"Michigan",6,51.27,48.73,76335,80325,"Incumbent","Challenger","D"
"14510",1954,"Michigan",7,47.1,52.9,71651,63797,"Incumbent","Challenger","R"
"14511",1954,"Michigan",8,37.11,62.89,65813,38828,"Incumbent","Challenger","R"
"14512",1954,"Michigan",9,44.1,55.9,50659,39966,"Incumbent","Challenger","R"
"14513",1954,"Michigan",10,38.6,61.4,50570,31794,"Incumbent","Challenger","R"
"14514",1954,"Michigan",11,45.08,54.92,41665,34204,"Incumbent","Challenger","R"
"14515",1954,"Michigan",12,44.1,55.9,39531,31187,"Incumbent","Challenger","R"
"14516",1954,"Michigan",13,66.14,33.86,33127,64716,"Challenger","Challenger","D"
"14517",1954,"Michigan",14,58.33,41.67,69503,97297,"Challenger","Incumbent","D"
"14518",1954,"Michigan",15,72.79,27.21,31815,85100,"Challenger","Incumbent","D"
"14519",1954,"Michigan",16,68.15,31.85,56815,121557,"Challenger","Challenger","D"
"14520",1954,"Michigan",17,52.31,47.69,68613,75258,"Incumbent","Challenger","D"
"14521",1954,"Michigan",18,52.46,47.54,80771,89131,"Incumbent","Challenger","D"
"14522",1954,"Minnesota",1,0,100,72686,0,"Incumbent",NA,"R"
"14523",1954,"Minnesota",2,0,100,71592,0,"Incumbent",NA,"R"
"14524",1954,"Minnesota",3,0,100,82389,0,"Challenger",NA,"R"
"14525",1954,"Minnesota",4,0,100,47933,0,"Challenger",NA,"R"
"14526",1954,"Minnesota",5,0,100,69901,0,"Incumbent",NA,"R"
"14527",1954,"Minnesota",6,0,100,44850,0,"Challenger",NA,"R"
"14528",1954,"Minnesota",7,0,100,60120,0,"Incumbent",NA,"R"
"14529",1954,"Minnesota",8,0,100,35241,0,"Challenger",NA,"R"
"14530",1954,"Minnesota",9,0,100,46664,0,"Incumbent",NA,"R"
"14531",1954,"Mississippi",1,100,0,0,15944,NA,"Incumbent","D"
"14532",1954,"Mississippi",2,100,0,0,13516,NA,"Incumbent","D"
"14533",1954,"Mississippi",3,100,0,0,13468,NA,"Incumbent","D"
"14534",1954,"Mississippi",4,100,0,0,19164,NA,"Incumbent","D"
"14535",1954,"Mississippi",5,100,0,0,17400,NA,"Incumbent","D"
"14536",1954,"Mississippi",6,100,0,0,21806,NA,"Incumbent","D"
"14537",1954,"Missouri",1,66.26,33.74,45653,89649,"Challenger","Incumbent","D"
"14538",1954,"Missouri",2,45.3,54.7,83861,69450,"Incumbent","Challenger","R"
"14539",1954,"Missouri",3,71.04,28.96,27598,67715,"Challenger","Incumbent","D"
"14540",1954,"Missouri",4,51.61,48.39,58152,62012,"Incumbent","Challenger","D"
"14541",1954,"Missouri",5,58.92,41.08,35477,50874,"Challenger","Incumbent","D"
"14542",1954,"Missouri",6,53.63,46.37,52203,60380,"Incumbent","Challenger","D"
"14543",1954,"Missouri",7,46.37,53.63,67918,58729,"Incumbent","Challenger","R"
"14544",1954,"Missouri",8,57.25,42.75,39326,52658,"Challenger","Incumbent","D"
"14545",1954,"Missouri",9,59,41,45765,65862,"Challenger","Incumbent","D"
"14546",1954,"Missouri",10,63.94,36.06,19179,34009,"Challenger","Incumbent","D"
"14547",1954,"Missouri",11,55.3,44.7,43959,54384,"Challenger","Incumbent","D"
"14548",1954,"Montana",1,55.98,44.02,41375,52614,"Challenger","Incumbent","D"
"14549",1954,"Montana",2,49.38,50.62,66103,64495,"Challenger","Challenger","R"
"14550",1954,"Nebraska",1,41.41,58.59,68563,48457,"Challenger","Challenger","R"
"14551",1954,"Nebraska",2,47.05,52.95,52471,46629,"Challenger","Challenger","R"
"14552",1954,"Nebraska",3,34.76,65.24,61124,32562,"Incumbent","Challenger","R"
"14553",1954,"Nebraska",4,29.62,70.38,68189,28695,"Incumbent","Challenger","R"
"14554",1954,"Nevada",1,45.49,54.51,42321,35318,"Incumbent","Challenger","R"
"14555",1954,"New Hampshire",1,49.78,50.22,54052,53584,"Incumbent","Challenger","R"
"14556",1954,"New Hampshire",2,39.58,60.42,51010,33415,"Challenger","Challenger","R"
"14557",1954,"New Jersey",1,45.58,54.42,92070,77100,"Incumbent","Challenger","R"
"14558",1954,"New Jersey",2,36.42,63.58,65551,37541,"Incumbent","Challenger","R"
"14559",1954,"New Jersey",3,42.44,57.56,89085,65685,"Incumbent","Challenger","R"
"14560",1954,"New Jersey",4,58.36,41.64,51998,72884,"Challenger","Challenger","D"
"14561",1954,"New Jersey",5,40.74,59.26,99946,68702,"Challenger","Challenger","R"
"14562",1954,"New Jersey",6,57.21,42.79,64164,85784,"Challenger","Challenger","D"
"14563",1954,"New Jersey",7,36.8,63.2,99977,58211,"Incumbent","Challenger","R"
"14564",1954,"New Jersey",8,45.17,54.83,65359,53844,"Incumbent","Challenger","R"
"14565",1954,"New Jersey",9,39.77,60.23,87008,57445,"Incumbent","Challenger","R"
"14566",1954,"New Jersey",10,63.37,36.63,36056,62384,"Challenger","Incumbent","D"
"14567",1954,"New Jersey",11,57.7,42.3,38351,52311,"Challenger","Incumbent","D"
"14568",1954,"New Jersey",12,46.93,53.07,59151,52314,"Incumbent","Challenger","R"
"14569",1954,"New Jersey",13,69.29,30.71,26638,60108,"Challenger","Incumbent","D"
"14570",1954,"New Jersey",14,64.13,35.87,32485,58069,"Challenger","Challenger","D"
"14571",1954,"New Mexico",1,59.15,40.85,77151,111713,"Challenger","Incumbent","D"
"14572",1954,"New York",1,36.76,63.24,108130,62853,"Incumbent","Challenger","R"
"14573",1954,"New York",2,36,64,98610,55477,"Incumbent","Challenger","R"
"14574",1954,"New York",3,41.66,58.34,93396,66703,"Incumbent","Challenger","R"
"14575",1954,"New York",4,42.64,57.36,74621,55479,"Incumbent","Challenger","R"
"14576",1954,"New York",5,45.9,54.1,50778,43086,"Incumbent","Challenger","R"
"14577",1954,"New York",6,54.49,45.51,67681,81033,"Challenger","Incumbent","D"
"14578",1954,"New York",7,58.96,41.04,43525,62541,"Challenger","Incumbent","D"
"14579",1954,"New York",8,77.67,22.33,14948,51993,"Challenger","Challenger","D"
"14580",1954,"New York",9,72.25,27.75,22808,59392,"Challenger","Incumbent","D"
"14581",1954,"New York",10,78.18,21.82,22479,80541,"Challenger","Incumbent","D"
"14582",1954,"New York",11,83.54,16.46,20452,103788,"Challenger","Incumbent","D"
"14583",1954,"New York",12,48.69,51.31,49449,46926,"Incumbent","Challenger","R"
"14584",1954,"New York",13,80.43,19.57,21881,89907,"Challenger","Incumbent","D"
"14585",1954,"New York",14,74.13,25.87,21598,61879,"Challenger","Incumbent","D"
"14586",1954,"New York",15,48.28,51.72,56020,52292,"Incumbent","Challenger","R"
"14587",1954,"New York",16,83.02,16.98,8904,43545,"Challenger","Incumbent","D"
"14588",1954,"New York",17,49.84,50.16,48999,48685,"Incumbent","Challenger","R"
"14589",1954,"New York",18,100,0,0,49850,NA,"Incumbent","D"
"14590",1954,"New York",19,74.57,25.43,19310,56634,"Challenger","Incumbent","D"
"14591",1954,"New York",20,68.68,31.32,26462,58030,"Challenger","Challenger","D"
"14592",1954,"New York",21,67.84,32.16,29995,63284,"Challenger","Challenger","D"
"14593",1954,"New York",22,79.18,20.82,18952,72091,"Challenger","Incumbent","D"
"14594",1954,"New York",23,85.43,14.57,9976,58490,"Challenger","Incumbent","D"
"14595",1954,"New York",24,68.71,31.29,31670,69552,"Challenger","Incumbent","D"
"14596",1954,"New York",25,46.1,53.9,59409,50818,"Incumbent","Challenger","R"
"14597",1954,"New York",26,35.99,64.01,81608,45892,"Incumbent","Challenger","R"
"14598",1954,"New York",27,42.82,57.18,83866,62797,"Incumbent","Challenger","R"
"14599",1954,"New York",28,33.51,66.49,79587,40109,"Incumbent","Challenger","R"
"14600",1954,"New York",29,32.3,67.7,88227,42084,"Incumbent","Challenger","R"
"14601",1954,"New York",30,61.2,38.8,66319,104585,"Challenger","Incumbent","D"
"14602",1954,"New York",31,33.75,66.25,86768,44212,"Incumbent","Challenger","R"
"14603",1954,"New York",32,38.52,61.48,77891,48808,"Incumbent","Challenger","R"
"14604",1954,"New York",33,30.67,69.33,70708,31279,"Incumbent","Challenger","R"
"14605",1954,"New York",34,40.61,59.39,77659,53112,"Incumbent","Challenger","R"
"14606",1954,"New York",35,36.33,63.67,90002,51358,"Incumbent","Challenger","R"
"14607",1954,"New York",36,31.61,68.39,79850,36910,"Incumbent","Challenger","R"
"14608",1954,"New York",37,28.35,71.65,94840,37525,"Incumbent","Challenger","R"
"14609",1954,"New York",38,28.12,71.88,103293,40400,"Incumbent","Challenger","R"
"14610",1954,"New York",39,35.22,64.78,82769,45000,"Incumbent","Challenger","R"
"14611",1954,"New York",40,37.88,62.12,77016,46956,"Incumbent","Challenger","R"
"14612",1954,"New York",41,36.88,63.12,77259,45144,"Incumbent","Challenger","R"
"14613",1954,"New York",42,42.4,57.6,82707,60880,"Incumbent","Challenger","R"
"14614",1954,"New York",43,34.1,65.9,66852,34590,"Incumbent","Challenger","R"
"14615",1954,"North Carolina",1,92.46,7.54,1685,20650,"Challenger","Incumbent","D"
"14616",1954,"North Carolina",2,100,0,0,14471,NA,"Incumbent","D"
"14617",1954,"North Carolina",3,77.28,22.72,7301,24837,"Challenger","Incumbent","D"
"14618",1954,"North Carolina",4,100,0,0,34406,NA,"Incumbent","D"
"14619",1954,"North Carolina",5,66.24,33.76,16194,31781,"Challenger","Incumbent","D"
"14620",1954,"North Carolina",6,74.25,25.75,10446,30118,"Challenger","Incumbent","D"
"14621",1954,"North Carolina",7,81.25,18.75,5001,21669,"Challenger","Incumbent","D"
"14622",1954,"North Carolina",8,59.14,40.86,26966,39028,"Challenger","Incumbent","D"
"14623",1954,"North Carolina",9,52.19,47.81,49555,54103,"Challenger","Incumbent","D"
"14624",1954,"North Carolina",10,42.51,57.49,51492,38080,"Incumbent","Challenger","R"
"14625",1954,"North Carolina",11,67.48,32.52,17721,36766,"Challenger","Incumbent","D"
"14626",1954,"North Carolina",12,61.55,38.45,27651,44258,"Challenger","Incumbent","D"
"14627",1954,"North Dakota",1,33.92,66.08,124845,64089,"Incumbent","Challenger","R"
"14628",1954,"Ohio",1,35.69,64.31,71042,39421,"Incumbent","Challenger","R"
"14629",1954,"Ohio",2,41.62,58.38,69695,49690,"Incumbent","Challenger","R"
"14630",1954,"Ohio",3,47.42,52.58,82701,74585,"Incumbent","Challenger","R"
"14631",1954,"Ohio",4,32.4,67.6,67762,32474,"Incumbent","Challenger","R"
"14632",1954,"Ohio",5,40.46,59.54,49265,33483,"Incumbent","Challenger","R"
"14633",1954,"Ohio",6,52.18,47.82,49531,54044,"Challenger","Incumbent","D"
"14634",1954,"Ohio",7,36.11,63.89,62821,35504,"Incumbent","Challenger","R"
"14635",1954,"Ohio",8,36.95,63.05,52196,30592,"Incumbent","Challenger","R"
"14636",1954,"Ohio",9,54.83,45.17,39933,48471,"Challenger","Challenger","D"
"14637",1954,"Ohio",10,38.34,61.66,45277,28150,"Incumbent","Challenger","R"
"14638",1954,"Ohio",11,34.73,65.27,74065,39404,"Incumbent","Challenger","R"
"14639",1954,"Ohio",12,38.5,61.5,94585,59210,"Incumbent","Challenger","R"
"14640",1954,"Ohio",13,40.89,59.11,46524,32177,"Challenger","Challenger","R"
"14641",1954,"Ohio",14,45.38,54.62,82086,68204,"Incumbent","Challenger","R"
"14642",1954,"Ohio",15,45.98,54.02,38524,32795,"Challenger","Challenger","R"
"14643",1954,"Ohio",16,41.71,58.29,79371,56787,"Incumbent","Challenger","R"
"14644",1954,"Ohio",17,35.37,64.63,63301,34638,"Incumbent","Challenger","R"
"14645",1954,"Ohio",18,57.27,42.73,44143,59165,"Challenger","Incumbent","D"
"14646",1954,"Ohio",19,67.52,32.48,33352,69324,"Challenger","Incumbent","D"
"14647",1954,"Ohio",20,67.66,32.34,38865,81304,"Challenger","Incumbent","D"
"14648",1954,"Ohio",21,75.99,24.01,24076,76201,"Challenger","Challenger","D"
"14649",1954,"Ohio",22,41.65,58.35,61738,44072,"Incumbent","Challenger","R"
"14650",1954,"Ohio",23,32.46,67.54,69994,33639,"Challenger","Challenger","R"
"14651",1954,"Oklahoma",1,41.17,58.83,79151,55391,"Incumbent","Challenger","R"
"14652",1954,"Oklahoma",2,64.7,35.3,37030,67872,"Challenger","Incumbent","D"
"14653",1954,"Oklahoma",3,83.3,16.7,10554,52662,"Challenger","Incumbent","D"
"14654",1954,"Oklahoma",4,100,0,0,43915,NA,"Incumbent","D"
"14655",1954,"Oklahoma",5,66.04,33.96,37223,72380,"Challenger","Incumbent","D"
"14656",1954,"Oklahoma",6,69.32,30.68,27492,62119,"Challenger","Incumbent","D"
"14657",1954,"Oregon",1,36.99,63.01,98592,57882,"Incumbent","Challenger","R"
"14658",1954,"Oregon",2,47.44,52.56,43731,39475,"Incumbent","Challenger","R"
"14659",1954,"Oregon",3,52.42,47.58,94368,103976,"Challenger","Challenger","D"
"14660",1954,"Oregon",4,44.1,55.9,70695,55775,"Incumbent","Challenger","R"
"14661",1954,"Pennsylvania",1,61.5,38.5,42893,68531,"Challenger","Incumbent","D"
"14662",1954,"Pennsylvania",2,61.25,38.75,50857,80377,"Challenger","Incumbent","D"
"14663",1954,"Pennsylvania",3,55.36,44.64,49702,61639,"Challenger","Incumbent","D"
"14664",1954,"Pennsylvania",4,65.75,34.25,31551,60564,"Challenger","Incumbent","D"
"14665",1954,"Pennsylvania",5,55.03,44.97,71462,87435,"Challenger","Challenger","D"
"14666",1954,"Pennsylvania",6,49.41,50.59,74328,72587,"Incumbent","Challenger","R"
"14667",1954,"Pennsylvania",7,39.12,60.88,101282,65086,"Incumbent","Challenger","R"
"14668",1954,"Pennsylvania",8,48.76,51.24,62897,59848,"Incumbent","Challenger","R"
"14669",1954,"Pennsylvania",9,37.35,62.65,76163,45402,"Incumbent","Challenger","R"
"14670",1954,"Pennsylvania",10,49.5,50.5,74515,73046,"Incumbent","Challenger","R"
"14671",1954,"Pennsylvania",11,50.93,49.07,67682,70254,"Incumbent","Challenger","D"
"14672",1954,"Pennsylvania",12,44.52,55.48,62779,50373,"Incumbent","Challenger","R"
"14673",1954,"Pennsylvania",13,35.66,64.34,91639,50796,"Incumbent","Challenger","R"
"14674",1954,"Pennsylvania",14,61.98,38.02,31136,50765,"Challenger","Incumbent","D"
"14675",1954,"Pennsylvania",15,61.59,38.41,35464,56871,"Challenger","Incumbent","D"
"14676",1954,"Pennsylvania",16,40.24,59.76,69240,46619,"Incumbent","Challenger","R"
"14677",1954,"Pennsylvania",17,43.47,56.53,57928,44543,"Incumbent","Challenger","R"
"14678",1954,"Pennsylvania",18,44.07,55.93,58959,46463,"Incumbent","Challenger","R"
"14679",1954,"Pennsylvania",19,51.03,48.97,59594,62108,"Incumbent","Challenger","D"
"14680",1954,"Pennsylvania",20,43.72,56.28,48561,37725,"Incumbent","Challenger","R"
"14681",1954,"Pennsylvania",21,61.06,38.94,44789,70224,"Challenger","Incumbent","D"
"14682",1954,"Pennsylvania",22,48.12,51.88,66270,61474,"Incumbent","Challenger","R"
"14683",1954,"Pennsylvania",23,38.13,61.87,53616,33044,"Incumbent","Challenger","R"
"14684",1954,"Pennsylvania",24,47.96,52.04,66005,60842,"Incumbent","Challenger","R"
"14685",1954,"Pennsylvania",25,53.46,46.54,57657,66223,"Incumbent","Challenger","D"
"14686",1954,"Pennsylvania",26,65.3,34.7,50768,95531,"Challenger","Incumbent","D"
"14687",1954,"Pennsylvania",27,37.23,62.77,92533,54876,"Challenger","Challenger","R"
"14688",1954,"Pennsylvania",28,65.08,34.92,45913,85550,"Challenger","Incumbent","D"
"14689",1954,"Pennsylvania",29,39.4,60.6,83846,54511,"Incumbent","Challenger","R"
"14690",1954,"Pennsylvania",30,69.01,30.99,44157,98318,"Challenger","Challenger","D"
"14691",1954,"Rhode Island",1,59.13,40.87,61990,89678,"Challenger","Incumbent","D"
"14692",1954,"Rhode Island",2,60.51,39.49,68869,105522,"Challenger","Incumbent","D"
"14693",1954,"South Carolina",1,100,0,0,33402,NA,"Incumbent","D"
"14694",1954,"South Carolina",2,100,0,0,44484,NA,"Incumbent","D"
"14695",1954,"South Carolina",3,100,0,0,30790,NA,"Incumbent","D"
"14696",1954,"South Carolina",4,100,0,0,43857,NA,"Challenger","D"
"14697",1954,"South Carolina",5,100,0,0,26950,NA,"Incumbent","D"
"14698",1954,"South Carolina",6,100,0,0,31141,NA,"Incumbent","D"
"14699",1954,"South Dakota",1,42,58,102797,74450,"Incumbent","Challenger","R"
"14700",1954,"South Dakota",2,36.06,63.94,34476,19444,"Incumbent","Challenger","R"
"14701",1954,"Tennessee",1,37.54,62.46,32991,19828,"Incumbent","Challenger","R"
"14702",1954,"Tennessee",2,41.96,58.04,47989,34688,"Incumbent","Challenger","R"
"14703",1954,"Tennessee",3,59.18,40.82,21081,30558,"Challenger","Incumbent","D"
"14704",1954,"Tennessee",4,100,0,0,27613,NA,"Incumbent","D"
"14705",1954,"Tennessee",5,90.76,9.24,2123,20849,"Challenger","Incumbent","D"
"14706",1954,"Tennessee",6,100,0,0,26081,NA,"Challenger","D"
"14707",1954,"Tennessee",7,100,0,0,17708,NA,"Incumbent","D"
"14708",1954,"Tennessee",8,100,0,0,15078,NA,"Incumbent","D"
"14709",1954,"Tennessee",9,83.5,16.5,7926,40121,"Challenger","Incumbent","D"
"14710",1954,"Texas",1,100,0,0,18104,NA,"Incumbent","D"
"14711",1954,"Texas",1,88.04,11.96,75472,555446,"Challenger","Incumbent","D"
"14712",1954,"Texas",2,100,0,0,25008,NA,"Incumbent","D"
"14713",1954,"Texas",3,100,0,0,20767,NA,"Incumbent","D"
"14714",1954,"Texas",4,100,0,0,15177,NA,"Incumbent","D"
"14715",1954,"Texas",5,47.09,52.91,27982,24904,"Challenger","Challenger","R"
"14716",1954,"Texas",6,100,0,0,15161,NA,"Incumbent","D"
"14717",1954,"Texas",7,100,0,0,18361,NA,"Incumbent","D"
"14718",1954,"Texas",8,62.38,37.62,36405,60374,"Challenger","Incumbent","D"
"14719",1954,"Texas",9,100,0,0,29972,NA,"Incumbent","D"
"14720",1954,"Texas",10,100,0,0,23752,NA,"Incumbent","D"
"14721",1954,"Texas",11,100,0,0,17739,NA,"Incumbent","D"
"14722",1954,"Texas",12,100,0,0,35611,NA,"Challenger","D"
"14723",1954,"Texas",13,100,0,0,25085,NA,"Incumbent","D"
"14724",1954,"Texas",14,93.83,6.17,2384,36284,"Challenger","Challenger","D"
"14725",1954,"Texas",15,100,0,0,29113,NA,"Challenger","D"
"14726",1954,"Texas",16,100,0,0,25122,NA,"Challenger","D"
"14727",1954,"Texas",17,100,0,0,18484,NA,"Incumbent","D"
"14728",1954,"Texas",18,64.9,35.1,13756,25430,"Challenger","Incumbent","D"
"14729",1954,"Texas",19,100,0,0,26829,NA,"Incumbent","D"
"14730",1954,"Texas",20,100,0,0,23533,NA,"Incumbent","D"
"14731",1954,"Texas",21,100,0,0,25381,NA,"Incumbent","D"
"14732",1954,"Utah",1,46.63,53.37,55542,48535,"Challenger","Challenger","R"
"14733",1954,"Utah",2,42.84,57.16,90864,68090,"Incumbent","Challenger","R"
"14734",1954,"Vermont",1,38.62,61.38,70143,44141,"Incumbent","Challenger","R"
"14735",1954,"Virginia",1,100,0,0,16029,NA,"Incumbent","D"
"14736",1954,"Virginia",2,74.45,25.55,6243,18190,"Challenger","Incumbent","D"
"14737",1954,"Virginia",3,58.01,41.99,14088,19466,"Challenger","Incumbent","D"
"14738",1954,"Virginia",4,100,0,0,14728,NA,"Incumbent","D"
"14739",1954,"Virginia",5,100,0,0,13042,NA,"Challenger","D"
"14740",1954,"Virginia",6,37.52,62.48,32855,19727,"Incumbent","Challenger","R"
"14741",1954,"Virginia",7,74.17,25.83,7669,22025,"Challenger","Incumbent","D"
"14742",1954,"Virginia",8,100,0,0,17321,NA,"Incumbent","D"
"14743",1954,"Virginia",9,50.64,49.36,38239,39238,"Incumbent","Challenger","D"
"14744",1954,"Virginia",10,45.77,54.23,29221,24667,"Incumbent","Challenger","R"
"14745",1954,"Washington",1,57.56,42.44,342089,464045,"Challenger","Incumbent","D"
"14746",1954,"Washington",1,47.37,52.63,101913,91721,"Incumbent","Challenger","R"
"14747",1954,"Washington",2,47.85,52.15,73264,67232,"Incumbent","Challenger","R"
"14748",1954,"Washington",3,35.12,64.88,70844,38344,"Incumbent","Challenger","R"
"14749",1954,"Washington",4,38.98,61.02,67171,42911,"Incumbent","Challenger","R"
"14750",1954,"Washington",5,41.43,58.57,68628,48542,"Challenger","Challenger","R"
"14751",1954,"Washington",6,44.76,55.24,80241,65011,"Incumbent","Challenger","R"
"14752",1954,"West Virginia",1,52.71,47.29,47199,52609,"Challenger","Incumbent","D"
"14753",1954,"West Virginia",2,54.98,45.02,41171,50283,"Challenger","Incumbent","D"
"14754",1954,"West Virginia",3,58.86,41.14,38218,54684,"Challenger","Incumbent","D"
"14755",1954,"West Virginia",4,50.22,49.78,55994,56498,"Incumbent","Challenger","D"
"14756",1954,"West Virginia",5,67.45,32.55,25267,52349,"Challenger","Incumbent","D"
"14757",1954,"West Virginia",6,62.73,37.27,43685,73535,"Challenger","Incumbent","D"
"14758",1954,"Wisconsin",1,45.56,54.44,65562,54864,"Incumbent","Challenger","R"
"14759",1954,"Wisconsin",2,46.01,53.99,74460,63449,"Incumbent","Challenger","R"
"14760",1954,"Wisconsin",3,37.94,62.06,56228,34375,"Incumbent","Challenger","R"
"14761",1954,"Wisconsin",4,71.09,28.91,40723,100120,"Challenger","Incumbent","D"
"14762",1954,"Wisconsin",5,52.25,47.75,70565,77208,"Incumbent","Challenger","D"
"14763",1954,"Wisconsin",6,37.5,62.5,68653,41191,"Incumbent","Challenger","R"
"14764",1954,"Wisconsin",7,40.89,59.11,57581,39828,"Incumbent","Challenger","R"
"14765",1954,"Wisconsin",8,37.97,62.03,73588,45037,"Incumbent","Challenger","R"
"14766",1954,"Wisconsin",9,55.41,44.59,42234,52485,"Challenger","Challenger","D"
"14767",1954,"Wisconsin",10,40.24,59.76,49325,33219,"Incumbent","Challenger","R"
"14768",1954,"Wyoming",1,43.82,56.18,61111,47660,"Challenger","Challenger","R"
"14769",1952,"Alabama",1,100,0,0,30758,NA,"Incumbent","D"
"14770",1952,"Alabama",2,100,0,0,38421,NA,"Challenger","D"
"14771",1952,"Alabama",3,100,0,0,29321,NA,"Incumbent","D"
"14772",1952,"Alabama",4,100,0,0,31389,NA,"Incumbent","D"
"14773",1952,"Alabama",5,100,0,0,43843,NA,"Incumbent","D"
"14774",1952,"Alabama",6,100,0,0,24058,NA,"Challenger","D"
"14775",1952,"Alabama",7,72.55,27.45,12689,33533,"Challenger","Challenger","D"
"14776",1952,"Alabama",8,87.34,12.66,5984,41293,"Challenger","Incumbent","D"
"14777",1952,"Alabama",9,100,0,0,51537,NA,"Incumbent","D"
"14778",1952,"Arizona",1,45.98,54.02,66512,56622,"Challenger","Incumbent","R"
"14779",1952,"Arizona",2,56.87,43.13,54021,71245,"Challenger","Incumbent","D"
"14780",1952,"Arkansas",1,100,0,0,42494,NA,"Incumbent","D"
"14781",1952,"Arkansas",2,100,0,0,36252,NA,"Incumbent","D"
"14782",1952,"Arkansas",3,55.96,44.04,38784,49284,"Challenger","Incumbent","D"
"14783",1952,"Arkansas",4,100,0,0,65374,NA,"Incumbent","D"
"14784",1952,"Arkansas",5,80.19,19.81,13105,53056,"Challenger","Incumbent","D"
"14785",1952,"Arkansas",6,100,0,0,62378,NA,"Incumbent","D"
"14786",1952,"California",1,0,0,0,0,NA,NA,"R"
"14787",1952,"California",2,0,0,0,0,NA,NA,"R"
"14788",1952,"California",3,51.53,48.47,82133,87335,"Challenger","Challenger","D"
"14789",1952,"California",4,45,55,102359,83748,"Challenger","Incumbent","R"
"14790",1952,"California",5,0,0,0,0,NA,NA,"R"
"14791",1952,"California",6,50.58,49.42,85756,87768,"Challenger","Challenger","D"
"14792",1952,"California",7,0,0,0,0,NA,NA,"R"
"14793",1952,"California",8,0,0,0,0,NA,NA,"R"
"14794",1952,"California",9,46.07,53.93,71426,61028,"Challenger","Challenger","R"
"14795",1952,"California",10,39.78,60.22,106375,70271,"Challenger","Challenger","R"
"14796",1952,"California",11,0,0,0,0,NA,NA,"R"
"14797",1952,"California",12,0,0,0,0,NA,NA,"R"
"14798",1952,"California",13,49.04,50.96,79496,76516,"Incumbent","Challenger","R"
"14799",1952,"California",14,51.01,48.99,68011,70809,"Incumbent","Challenger","D"
"14800",1952,"California",15,0,0,0,0,NA,NA,"R"
"14801",1952,"California",16,40.27,59.73,79127,53337,"Incumbent","Challenger","R"
"14802",1952,"California",17,55.32,44.68,92587,114650,"Challenger","Incumbent","D"
"14803",1952,"California",18,44.48,55.52,90438,72457,"Challenger","Challenger","R"
"14804",1952,"California",19,0,0,0,0,NA,NA,"R"
"14805",1952,"California",20,0,0,0,0,NA,NA,"R"
"14806",1952,"California",21,46.39,53.61,112100,97007,"Challenger","Challenger","R"
"14807",1952,"California",22,39.51,60.49,85039,55534,"Challenger","Challenger","R"
"14808",1952,"California",23,0,0,0,0,NA,NA,"R"
"14809",1952,"California",24,0,0,0,0,NA,NA,"R"
"14810",1952,"California",25,35.67,64.33,135465,75125,"Incumbent","Challenger","R"
"14811",1952,"California",26,0,0,0,0,NA,NA,"R"
"14812",1952,"California",27,55.03,44.97,56202,68773,"Challenger","Incumbent","D"
"14813",1952,"California",28,36.98,63.02,106972,62779,"Challenger","Challenger","R"
"14814",1952,"California",29,0,0,0,0,NA,NA,"R"
"14815",1952,"California",30,40.42,59.58,121332,82311,"Challenger","Challenger","R"
"14816",1952,"Colorado",1,51.11,48.89,97442,101864,"Challenger","Challenger","D"
"14817",1952,"Colorado",2,36.86,63.14,113566,66300,"Incumbent","Challenger","R"
"14818",1952,"Colorado",3,42.26,57.74,84739,62025,"Incumbent","Challenger","R"
"14819",1952,"Colorado",4,50.02,49.98,39647,39676,"Challenger","Incumbent","D"
"14820",1952,"Connecticut",1,53.97,46.03,136540,160080,"Challenger","Challenger","D"
"14821",1952,"Connecticut",1,44.89,55.11,601238,489645,"Incumbent","Challenger","R"
"14822",1952,"Connecticut",2,44.51,55.49,90827,72868,"Incumbent","Challenger","R"
"14823",1952,"Connecticut",3,47.24,52.76,111018,99408,"Challenger","Incumbent","R"
"14824",1952,"Connecticut",4,39.58,60.42,164689,107881,"Incumbent","Challenger","R"
"14825",1952,"Connecticut",5,43.3,56.7,83848,64020,"Incumbent","Challenger","R"
"14826",1952,"Delaware",1,48.07,51.93,88285,81730,"Challenger","Challenger","R"
"14827",1952,"Florida",1,50.68,49.32,67286,69149,"Challenger","Challenger","D"
"14828",1952,"Florida",2,100,0,0,64080,NA,"Incumbent","D"
